ID,adm2_src,adm2_name,adm1_src,adm1_name,adm0_src,adm0_name,2003_annual,2004_annual,2005_annual,2006_annual,2007_annual,2008_annual,2009_annual,2010_annual,2011_annual,2012_annual,2013_annual,2014_annual,2015_annual,2016_annual,2017_annual,2018_annual,2019_annual,2020_annual,2021_annual,2022_annual,2023_annual
17,TR002003,Celikhan,TR002,Adiyaman,TUR,Turkey,724.3748033457789,620.3132145322602,496.02709697854925,567.1851730346681,533.5811426886198,401.90633615954175,635.4216250715583,585.8905464698529,580.644813274515,674.6981950299493,525.2932013149918,491.22557541419724,576.7747960583918,460.89788423735524,359.726354796311,834.7899981531605,683.207476648791,534.5580127321441,360.44347171125736,529.0124384123702,435.9171876578496
18,TR002004,Gerger,TR002,Adiyaman,TUR,Turkey,641.1727300855848,603.5425740559895,465.08557654486765,520.8955732557508,486.1996315850151,384.0151756286621,531.6758376227484,504.509543440077,530.7729815165203,674.3160379197864,485.6000697665744,500.3347655402289,544.3864077250163,491.45540195041235,367.26408335367836,816.8583726671008,675.3801715426974,524.2784103393556,362.47274034288193,517.5641713460286,437.32489149305565
19,TR002005,Golbasi,TR002,Adiyaman,TUR,Turkey,626.8608820298139,596.3992722455193,454.74455440745635,473.5946215461282,490.75314951877965,370.6035903481876,594.4931233723959,559.9461416356704,539.1113426358093,657.5703942541982,473.0268644445083,470.02919170903226,542.5311844769647,451.701296189252,364.57104492187506,765.4185047523648,649.9992600983264,488.2385226978975,380.42344141941453,477.77258779488346,354.3054986093557
20,TR002006,Kahta,TR002,Adiyaman,TUR,Turkey,560.9436696040167,546.9055970427277,419.76980402562526,460.88504162082427,418.41239027543503,319.2773181865742,464.6909527964406,449.54685325127144,475.27626047505964,607.6142255114271,411.7912271673029,435.28869906338775,475.25869295194553,420.6915836086521,314.6136966061282,747.8605854975713,604.1680176970247,467.7871747698103,311.64088558841064,456.99255004486474,368.3132372769443
21,TR002007,Samsat,TR002,Adiyaman,TUR,Turkey,517.4048301990216,543.8459333273081,401.95147778437683,436.117983524616,384.5128086530245,290.8103747734657,449.7191426203802,445.0865840178269,441.7790036568274,580.3907204407913,377.6170089428241,412.3635831979605,445.3120057766254,376.8819195674016,297.1925585086529,696.4169095846323,585.3900026908287,434.0742745766273,302.6142821678749,438.524867277879,317.890060204726
22,TR002008,Sincik,TR002,Adiyaman,TUR,Turkey,667.150312423706,597.5200893177705,469.58749120375694,544.869774650125,494.75021889630483,372.5785265529857,561.6278156953699,533.2486320944392,546.5334559047924,672.2373167486752,487.93340525907627,473.8629161610322,560.8665910608629,471.4792591543759,353.7375756432029,808.7687260122862,666.6960168726303,514.8952438130098,350.81720823400167,522.7386225532082,425.1601169810576
23,TR002009,Tut,TR002,Adiyaman,TUR,Turkey,662.6012482643129,590.814328034719,474.0353387991588,497.99309372901905,516.8852239449818,389.9491703510285,611.4256629149119,573.6057596206665,561.0432167847952,663.425806125005,482.4408704439799,483.08596165974933,546.7269986470541,446.0084918340047,357.94590671857196,806.4260101318359,687.8657265504202,525.384707848231,365.83699774742126,503.01044511795044,395.9318153063456
24,TR003001,Afyonkarahisar,TR003,Afyonkarahisar,TUR,Turkey,503.10242729682426,377.51692576222604,442.1626856419947,467.3939747996145,433.0014315518466,355.18153837129665,526.9903540673193,534.2111626166802,485.1255944982752,531.8968569272524,391.1549008852475,501.1234772917512,562.6328671938413,419.1400083071226,473.3372025923295,588.5568387910916,482.8190767362521,400.5827113560268,454.6030955128855,420.9220826780641,486.6248406744621
25,TR003002,Basmakci,TR003,Afyonkarahisar,TUR,Turkey,637.8038065983698,465.50219022310705,517.7040223341721,545.2844789945161,492.0478580181415,392.83080233060394,719.0164325420673,646.4593212421124,523.3455053476188,635.5357225858248,490.0827783437875,556.0473849956807,543.9140578049879,447.9009164663462,462.04986220139733,626.2855060283954,486.539676959698,455.18462137075574,464.7717637282152,456.32462252103375,464.9961876502404
26,TR003003,Bayat,TR003,Afyonkarahisar,TUR,Turkey,496.5349731445313,368.4180863324333,460.594243666705,463.0346778420841,425.84808798397296,355.1406950109146,502.2311150045956,527.489060345818,491.88472074620864,510.6467267204733,364.2915272432215,475.06606786391313,544.845686968635,398.83299524643843,458.27134255801934,578.3354402429917,483.5075450224035,392.27071784524355,470.55309968836167,411.52628461052393,468.24437578986675
27,TR003004,Bolvadin,TR003,Afyonkarahisar,TUR,Turkey,472.9471582873115,348.9425596039871,433.1484706484038,461.01401703933186,386.4041784878435,335.05747301825164,468.20298451390767,504.85264166470233,458.7601102631668,471.3051905138739,353.53974861934273,473.16279444201234,513.5894738559065,386.84207679485445,443.1129613415949,540.6660640321929,438.76870148757416,390.98435500572475,421.7563376591123,402.95075409987885,456.5817392283473
